parfamName,yearIndex,parfam,countryname,environ,culture,equality,pervote,rile,staticRile,electionDate,partyname
LEF,1984,20,Netherlands,5.652,3.261,21.522,1.794,-24.783,-23.66,September 1982,Communist Party of the Netherlands
SOC,1984,30,Netherlands,1.9,0.0,12.7,1.6569999999999998,-8.0,-14.0,September 1982,Radical Political Party
SOC,1984,30,Netherlands,2.4,2.6,13.2,30.395,-20.7,-14.0,September 1982,Labour Party
LIB,1984,40,Netherlands,6.9,4.5,7.4,4.265,-12.6,4.61,September 1982,Democrats‘66
LIB,1984,40,Netherlands,2.5,1.3,5.100000000000001,23.076999999999998,21.0,4.61,September 1982,People’s Party for Freedom and Democracy
CHR,1984,50,Netherlands,7.100000000000001,2.2,5.4,29.386999999999997,-11.7,6.13,September 1982,Christian Democratic Appeal
CHR,1984,50,Netherlands,4.121,1.844,1.6269999999999998,0.8150000000000001,24.62,6.13,September 1982,Reformed Political League
CHR,1984,50,Netherlands,5.081,2.079,0.6930000000000001,1.508,37.644,6.13,September 1982,Reformatory Political Federation
NAT,1984,70,Netherlands,8.163,5.102,5.102,0.8310000000000001,-4.8469999999999995,10.25,September 1982,Centre Party
SIP,1984,95,Netherlands,2.517,0.795,3.576,1.902,29.801,3.36,September 1982,Reformed Political Party
LEF,1985,20,Netherlands,5.652,3.261,21.522,1.794,-24.783,-23.66,September 1982,Communist Party of the Netherlands
SOC,1985,30,Netherlands,1.9,0.0,12.7,1.6569999999999998,-8.0,-14.0,September 1982,Radical Political Party
SOC,1985,30,Netherlands,2.4,2.6,13.2,30.395,-20.7,-14.0,September 1982,Labour Party
LIB,1985,40,Netherlands,6.9,4.5,7.4,4.265,-12.6,4.61,September 1982,Democrats‘66
LIB,1985,40,Netherlands,2.5,1.3,5.100000000000001,23.076999999999998,21.0,4.61,September 1982,People’s Party for Freedom and Democracy
CHR,1985,50,Netherlands,7.100000000000001,2.2,5.4,29.386999999999997,-11.7,6.13,September 1982,Christian Democratic Appeal
CHR,1985,50,Netherlands,4.121,1.844,1.6269999999999998,0.8150000000000001,24.62,6.13,September 1982,Reformed Political League
CHR,1985,50,Netherlands,5.081,2.079,0.6930000000000001,1.508,37.644,6.13,September 1982,Reformatory Political Federation
NAT,1985,70,Netherlands,8.163,5.102,5.102,0.8310000000000001,-4.8469999999999995,10.25,September 1982,Centre Party
SIP,1985,95,Netherlands,2.517,0.795,3.576,1.902,29.801,3.36,September 1982,Reformed Political Party
LEF,1986,20,Netherlands,10.286,2.145,11.770999999999999,1.2,-23.541999999999998,-23.66,May 1986,Pacifist Socialist Party
SOC,1986,30,Netherlands,5.4,3.4,8.0,1.256,-12.9,-14.0,May 1986,Radical Political Party
SOC,1986,30,Netherlands,7.5,3.7,6.9,33.271,-20.2,-14.0,May 1986,Labour Party
LIB,1986,40,Netherlands,9.8,3.9,5.0,6.1320000000000014,-4.5,4.61,May 1986,Democrats‘66
LIB,1986,40,Netherlands,7.9,3.2,3.4,17.410999999999998,6.600000000000001,4.61,May 1986,People’s Party for Freedom and Democracy
CHR,1986,50,Netherlands,6.9,5.600000000000001,3.3,34.593,-4.0,6.13,May 1986,Christian Democratic Appeal
SIP,1986,95,Netherlands,4.449,0.809,0.0,1.739,31.951,3.36,May 1986,Reformed Political Party
LEF,1987,20,Netherlands,10.286,2.145,11.770999999999999,1.2,-23.541999999999998,-23.66,May 1986,Pacifist Socialist Party
SOC,1987,30,Netherlands,5.4,3.4,8.0,1.256,-12.9,-14.0,May 1986,Radical Political Party
SOC,1987,30,Netherlands,7.5,3.7,6.9,33.271,-20.2,-14.0,May 1986,Labour Party
LIB,1987,40,Netherlands,9.8,3.9,5.0,6.1320000000000014,-4.5,4.61,May 1986,Democrats‘66
LIB,1987,40,Netherlands,7.9,3.2,3.4,17.410999999999998,6.600000000000001,4.61,May 1986,People’s Party for Freedom and Democracy
CHR,1987,50,Netherlands,6.9,5.600000000000001,3.3,34.593,-4.0,6.13,May 1986,Christian Democratic Appeal
SIP,1987,95,Netherlands,4.449,0.809,0.0,1.739,31.951,3.36,May 1986,Reformed Political Party
LEF,1988,20,Netherlands,10.286,2.145,11.770999999999999,1.2,-23.541999999999998,-23.66,May 1986,Pacifist Socialist Party
SOC,1988,30,Netherlands,5.4,3.4,8.0,1.256,-12.9,-14.0,May 1986,Radical Political Party
SOC,1988,30,Netherlands,7.5,3.7,6.9,33.271,-20.2,-14.0,May 1986,Labour Party
LIB,1988,40,Netherlands,9.8,3.9,5.0,6.1320000000000014,-4.5,4.61,May 1986,Democrats‘66
LIB,1988,40,Netherlands,7.9,3.2,3.4,17.410999999999998,6.600000000000001,4.61,May 1986,People’s Party for Freedom and Democracy
CHR,1988,50,Netherlands,6.9,5.600000000000001,3.3,34.593,-4.0,6.13,May 1986,Christian Democratic Appeal
SIP,1988,95,Netherlands,4.449,0.809,0.0,1.739,31.951,3.36,May 1986,Reformed Political Party
ECO,1989,10,Netherlands,8.700000000000001,3.4,6.100000000000001,4.074,-15.0,-13.65,September 1989,Green Left
SOC,1989,30,Netherlands,10.0,3.4,5.7,31.881,-20.6,-14.0,September 1989,Labour Party
LIB,1989,40,Netherlands,14.4,4.1,4.0,7.8870000000000005,-7.5,4.61,September 1989,Democrats‘66
LIB,1989,40,Netherlands,9.6,3.8,3.1,14.565999999999999,4.5,4.61,September 1989,People’s Party for Freedom and Democracy
CHR,1989,50,Netherlands,12.2,3.0,3.0,35.313,-8.800000000000002,6.13,September 1989,Christian Democratic Appeal
CHR,1989,50,Netherlands,9.115,2.055,4.7360000000000015,1.236,28.686,6.13,September 1989,Reformed Political League
CHR,1989,50,Netherlands,16.227,1.392,5.2810000000000015,0.961,17.811,6.13,September 1989,Reformatory Political Federation
NAT,1989,70,Netherlands,7.612,0.0,0.0,0.9179999999999999,3.114,10.25,September 1989,Centre Democrats
SIP,1989,95,Netherlands,11.665999999999999,0.597,3.0389999999999997,1.8730000000000002,34.021,3.36,September 1989,Reformed Political Party
ECO,1990,10,Netherlands,8.700000000000001,3.4,6.100000000000001,4.074,-15.0,-13.65,September 1989,Green Left
SOC,1990,30,Netherlands,10.0,3.4,5.7,31.881,-20.6,-14.0,September 1989,Labour Party
LIB,1990,40,Netherlands,14.4,4.1,4.0,7.8870000000000005,-7.5,4.61,September 1989,Democrats‘66
LIB,1990,40,Netherlands,9.6,3.8,3.1,14.565999999999999,4.5,4.61,September 1989,People’s Party for Freedom and Democracy
CHR,1990,50,Netherlands,12.2,3.0,3.0,35.313,-8.800000000000002,6.13,September 1989,Christian Democratic Appeal
CHR,1990,50,Netherlands,9.115,2.055,4.7360000000000015,1.236,28.686,6.13,September 1989,Reformed Political League
CHR,1990,50,Netherlands,16.227,1.392,5.2810000000000015,0.961,17.811,6.13,September 1989,Reformatory Political Federation
NAT,1990,70,Netherlands,7.612,0.0,0.0,0.9179999999999999,3.114,10.25,September 1989,Centre Democrats
SIP,1990,95,Netherlands,11.665999999999999,0.597,3.0389999999999997,1.8730000000000002,34.021,3.36,September 1989,Reformed Political Party
ECO,1991,10,Netherlands,8.700000000000001,3.4,6.100000000000001,4.074,-15.0,-13.65,September 1989,Green Left
SOC,1991,30,Netherlands,10.0,3.4,5.7,31.881,-20.6,-14.0,September 1989,Labour Party
LIB,1991,40,Netherlands,14.4,4.1,4.0,7.8870000000000005,-7.5,4.61,September 1989,Democrats‘66
LIB,1991,40,Netherlands,9.6,3.8,3.1,14.565999999999999,4.5,4.61,September 1989,People’s Party for Freedom and Democracy
CHR,1991,50,Netherlands,12.2,3.0,3.0,35.313,-8.800000000000002,6.13,September 1989,Christian Democratic Appeal
CHR,1991,50,Netherlands,9.115,2.055,4.7360000000000015,1.236,28.686,6.13,September 1989,Reformed Political League
CHR,1991,50,Netherlands,16.227,1.392,5.2810000000000015,0.961,17.811,6.13,September 1989,Reformatory Political Federation
NAT,1991,70,Netherlands,7.612,0.0,0.0,0.9179999999999999,3.114,10.25,September 1989,Centre Democrats
SIP,1991,95,Netherlands,11.665999999999999,0.597,3.0389999999999997,1.8730000000000002,34.021,3.36,September 1989,Reformed Political Party
ECO,1992,10,Netherlands,8.700000000000001,3.4,6.100000000000001,4.074,-15.0,-13.65,September 1989,Green Left
SOC,1992,30,Netherlands,10.0,3.4,5.7,31.881,-20.6,-14.0,September 1989,Labour Party
LIB,1992,40,Netherlands,14.4,4.1,4.0,7.8870000000000005,-7.5,4.61,September 1989,Democrats‘66
LIB,1992,40,Netherlands,9.6,3.8,3.1,14.565999999999999,4.5,4.61,September 1989,People’s Party for Freedom and Democracy
CHR,1992,50,Netherlands,12.2,3.0,3.0,35.313,-8.800000000000002,6.13,September 1989,Christian Democratic Appeal
CHR,1992,50,Netherlands,9.115,2.055,4.7360000000000015,1.236,28.686,6.13,September 1989,Reformed Political League
CHR,1992,50,Netherlands,16.227,1.392,5.2810000000000015,0.961,17.811,6.13,September 1989,Reformatory Political Federation
NAT,1992,70,Netherlands,7.612,0.0,0.0,0.9179999999999999,3.114,10.25,September 1989,Centre Democrats
SIP,1992,95,Netherlands,11.665999999999999,0.597,3.0389999999999997,1.8730000000000002,34.021,3.36,September 1989,Reformed Political Party
ECO,1993,10,Netherlands,8.700000000000001,3.4,6.100000000000001,4.074,-15.0,-13.65,September 1989,Green Left
SOC,1993,30,Netherlands,10.0,3.4,5.7,31.881,-20.6,-14.0,September 1989,Labour Party
LIB,1993,40,Netherlands,14.4,4.1,4.0,7.8870000000000005,-7.5,4.61,September 1989,Democrats‘66
LIB,1993,40,Netherlands,9.6,3.8,3.1,14.565999999999999,4.5,4.61,September 1989,People’s Party for Freedom and Democracy
CHR,1993,50,Netherlands,12.2,3.0,3.0,35.313,-8.800000000000002,6.13,September 1989,Christian Democratic Appeal
CHR,1993,50,Netherlands,9.115,2.055,4.7360000000000015,1.236,28.686,6.13,September 1989,Reformed Political League
CHR,1993,50,Netherlands,16.227,1.392,5.2810000000000015,0.961,17.811,6.13,September 1989,Reformatory Political Federation
NAT,1993,70,Netherlands,7.612,0.0,0.0,0.9179999999999999,3.114,10.25,September 1989,Centre Democrats
SIP,1993,95,Netherlands,11.665999999999999,0.597,3.0389999999999997,1.8730000000000002,34.021,3.36,September 1989,Reformed Political Party
ECO,1994,10,Netherlands,7.797999999999999,1.5119999999999998,2.883,3.467,-15.69,-13.65,May 1994,Green Left
LEF,1994,20,Netherlands,7.7189999999999985,0.0,17.544,1.3219999999999998,-19.298,-23.66,May 1994,Socialist Party
SOC,1994,30,Netherlands,7.287000000000001,1.6680000000000001,3.117,23.97300000000001,4.258,-14.0,May 1994,Labour Party
LIB,1994,40,Netherlands,9.318,1.8980000000000001,3.1919999999999997,15.49,-8.24,4.61,May 1994,Democrats‘66
LIB,1994,40,Netherlands,3.279,0.546,0.9109999999999999,19.956,15.118,4.61,May 1994,People’s Party for Freedom and Democracy
CHR,1994,50,Netherlands,8.728,0.7979999999999999,2.544,22.217,-2.594,6.13,May 1994,Christian Democratic Appeal
CHR,1994,50,Netherlands,9.188,2.144,3.292,1.3,24.426,6.13,May 1994,Reformed Political League
CHR,1994,50,Netherlands,15.14,2.0580000000000003,4.851,1.8,24.89,6.13,May 1994,Reformatory Political Federation
NAT,1994,70,Netherlands,7.216,0.773,0.258,2.5,12.629000000000001,10.25,May 1994,Centre Democrats
SIP,1994,95,Netherlands,7.853,0.524,5.7589999999999995,1.729,28.796,3.36,May 1994,Reformed Political Party
SIP,1994,95,Netherlands,4.894,1.064,7.553,3.6,0.851,3.36,May 1994,General Elderly Alliance
SIP,1994,95,Netherlands,2.62,0.0,8.734,0.9,5.24,3.36,May 1994,Union 55+
ECO,1995,10,Netherlands,7.797999999999999,1.5119999999999998,2.883,3.467,-15.69,-13.65,May 1994,Green Left
LEF,1995,20,Netherlands,7.7189999999999985,0.0,17.544,1.3219999999999998,-19.298,-23.66,May 1994,Socialist Party
SOC,1995,30,Netherlands,7.287000000000001,1.6680000000000001,3.117,23.97300000000001,4.258,-14.0,May 1994,Labour Party
LIB,1995,40,Netherlands,9.318,1.8980000000000001,3.1919999999999997,15.49,-8.24,4.61,May 1994,Democrats‘66
LIB,1995,40,Netherlands,3.279,0.546,0.9109999999999999,19.956,15.118,4.61,May 1994,People’s Party for Freedom and Democracy
CHR,1995,50,Netherlands,8.728,0.7979999999999999,2.544,22.217,-2.594,6.13,May 1994,Christian Democratic Appeal
CHR,1995,50,Netherlands,9.188,2.144,3.292,1.3,24.426,6.13,May 1994,Reformed Political League
CHR,1995,50,Netherlands,15.14,2.0580000000000003,4.851,1.8,24.89,6.13,May 1994,Reformatory Political Federation
NAT,1995,70,Netherlands,7.216,0.773,0.258,2.5,12.629000000000001,10.25,May 1994,Centre Democrats
SIP,1995,95,Netherlands,7.853,0.524,5.7589999999999995,1.729,28.796,3.36,May 1994,Reformed Political Party
SIP,1995,95,Netherlands,4.894,1.064,7.553,3.6,0.851,3.36,May 1994,General Elderly Alliance
SIP,1995,95,Netherlands,2.62,0.0,8.734,0.9,5.24,3.36,May 1994,Union 55+
ECO,1996,10,Netherlands,7.797999999999999,1.5119999999999998,2.883,3.467,-15.69,-13.65,May 1994,Green Left
LEF,1996,20,Netherlands,7.7189999999999985,0.0,17.544,1.3219999999999998,-19.298,-23.66,May 1994,Socialist Party
SOC,1996,30,Netherlands,7.287000000000001,1.6680000000000001,3.117,23.97300000000001,4.258,-14.0,May 1994,Labour Party
LIB,1996,40,Netherlands,9.318,1.8980000000000001,3.1919999999999997,15.49,-8.24,4.61,May 1994,Democrats‘66
LIB,1996,40,Netherlands,3.279,0.546,0.9109999999999999,19.956,15.118,4.61,May 1994,People’s Party for Freedom and Democracy
CHR,1996,50,Netherlands,8.728,0.7979999999999999,2.544,22.217,-2.594,6.13,May 1994,Christian Democratic Appeal
CHR,1996,50,Netherlands,9.188,2.144,3.292,1.3,24.426,6.13,May 1994,Reformed Political League
CHR,1996,50,Netherlands,15.14,2.0580000000000003,4.851,1.8,24.89,6.13,May 1994,Reformatory Political Federation
NAT,1996,70,Netherlands,7.216,0.773,0.258,2.5,12.629000000000001,10.25,May 1994,Centre Democrats
SIP,1996,95,Netherlands,7.853,0.524,5.7589999999999995,1.729,28.796,3.36,May 1994,Reformed Political Party
SIP,1996,95,Netherlands,4.894,1.064,7.553,3.6,0.851,3.36,May 1994,General Elderly Alliance
SIP,1996,95,Netherlands,2.62,0.0,8.734,0.9,5.24,3.36,May 1994,Union 55+
ECO,1997,10,Netherlands,7.797999999999999,1.5119999999999998,2.883,3.467,-15.69,-13.65,May 1994,Green Left
LEF,1997,20,Netherlands,7.7189999999999985,0.0,17.544,1.3219999999999998,-19.298,-23.66,May 1994,Socialist Party
SOC,1997,30,Netherlands,7.287000000000001,1.6680000000000001,3.117,23.97300000000001,4.258,-14.0,May 1994,Labour Party
LIB,1997,40,Netherlands,9.318,1.8980000000000001,3.1919999999999997,15.49,-8.24,4.61,May 1994,Democrats‘66
LIB,1997,40,Netherlands,3.279,0.546,0.9109999999999999,19.956,15.118,4.61,May 1994,People’s Party for Freedom and Democracy
CHR,1997,50,Netherlands,8.728,0.7979999999999999,2.544,22.217,-2.594,6.13,May 1994,Christian Democratic Appeal
CHR,1997,50,Netherlands,9.188,2.144,3.292,1.3,24.426,6.13,May 1994,Reformed Political League
CHR,1997,50,Netherlands,15.14,2.0580000000000003,4.851,1.8,24.89,6.13,May 1994,Reformatory Political Federation
NAT,1997,70,Netherlands,7.216,0.773,0.258,2.5,12.629000000000001,10.25,May 1994,Centre Democrats
SIP,1997,95,Netherlands,7.853,0.524,5.7589999999999995,1.729,28.796,3.36,May 1994,Reformed Political Party
SIP,1997,95,Netherlands,4.894,1.064,7.553,3.6,0.851,3.36,May 1994,General Elderly Alliance
SIP,1997,95,Netherlands,2.62,0.0,8.734,0.9,5.24,3.36,May 1994,Union 55+
ECO,1998,10,Netherlands,10.31,1.875,13.265999999999998,7.27,-22.783,-13.65,May 1998,Green Left
LEF,1998,20,Netherlands,9.337,4.9719999999999995,3.2039999999999997,3.528,-18.177,-23.66,May 1998,Socialist Party
SOC,1998,30,Netherlands,9.36,3.9410000000000003,6.847,28.98,-22.06900000000001,-14.0,May 1998,Labour Party
LIB,1998,40,Netherlands,8.227,6.439,2.7030000000000003,8.99,-17.766,4.61,May 1998,Democrats‘66
LIB,1998,40,Netherlands,4.792,3.301,1.4909999999999999,24.69,7.242000000000001,4.61,May 1998,People’s Party for Freedom and Democracy
CHR,1998,50,Netherlands,6.854,2.761,3.7969999999999997,18.37,-1.6269999999999998,6.13,May 1998,Christian Democratic Appeal
CHR,1998,50,Netherlands,11.873,1.641,6.7570000000000014,1.2,13.802999999999999,6.13,May 1998,Reformed Political League
CHR,1998,50,Netherlands,8.244,1.8769999999999998,1.4080000000000001,2.028,24.59800000000001,6.13,May 1998,Reformatory Political Federation
SIP,1998,95,Netherlands,8.664,1.296,3.158,1.781,26.559,3.36,May 1998,Reformed Political Party
ECO,1999,10,Netherlands,10.31,1.875,13.265999999999998,7.27,-22.783,-13.65,May 1998,Green Left
LEF,1999,20,Netherlands,9.337,4.9719999999999995,3.2039999999999997,3.528,-18.177,-23.66,May 1998,Socialist Party
SOC,1999,30,Netherlands,9.36,3.9410000000000003,6.847,28.98,-22.06900000000001,-14.0,May 1998,Labour Party
LIB,1999,40,Netherlands,8.227,6.439,2.7030000000000003,8.99,-17.766,4.61,May 1998,Democrats‘66
LIB,1999,40,Netherlands,4.792,3.301,1.4909999999999999,24.69,7.242000000000001,4.61,May 1998,People’s Party for Freedom and Democracy
CHR,1999,50,Netherlands,6.854,2.761,3.7969999999999997,18.37,-1.6269999999999998,6.13,May 1998,Christian Democratic Appeal
CHR,1999,50,Netherlands,11.873,1.641,6.7570000000000014,1.2,13.802999999999999,6.13,May 1998,Reformed Political League
CHR,1999,50,Netherlands,8.244,1.8769999999999998,1.4080000000000001,2.028,24.59800000000001,6.13,May 1998,Reformatory Political Federation
SIP,1999,95,Netherlands,8.664,1.296,3.158,1.781,26.559,3.36,May 1998,Reformed Political Party
ECO,2000,10,Netherlands,10.31,1.875,13.265999999999998,7.27,-22.783,-13.65,May 1998,Green Left
LEF,2000,20,Netherlands,9.337,4.9719999999999995,3.2039999999999997,3.528,-18.177,-23.66,May 1998,Socialist Party
SOC,2000,30,Netherlands,9.36,3.9410000000000003,6.847,28.98,-22.06900000000001,-14.0,May 1998,Labour Party
LIB,2000,40,Netherlands,8.227,6.439,2.7030000000000003,8.99,-17.766,4.61,May 1998,Democrats‘66
LIB,2000,40,Netherlands,4.792,3.301,1.4909999999999999,24.69,7.242000000000001,4.61,May 1998,People’s Party for Freedom and Democracy
CHR,2000,50,Netherlands,6.854,2.761,3.7969999999999997,18.37,-1.6269999999999998,6.13,May 1998,Christian Democratic Appeal
CHR,2000,50,Netherlands,11.873,1.641,6.7570000000000014,1.2,13.802999999999999,6.13,May 1998,Reformed Political League
CHR,2000,50,Netherlands,8.244,1.8769999999999998,1.4080000000000001,2.028,24.59800000000001,6.13,May 1998,Reformatory Political Federation
SIP,2000,95,Netherlands,8.664,1.296,3.158,1.781,26.559,3.36,May 1998,Reformed Political Party
ECO,2001,10,Netherlands,10.31,1.875,13.265999999999998,7.27,-22.783,-13.65,May 1998,Green Left
LEF,2001,20,Netherlands,9.337,4.9719999999999995,3.2039999999999997,3.528,-18.177,-23.66,May 1998,Socialist Party
SOC,2001,30,Netherlands,9.36,3.9410000000000003,6.847,28.98,-22.06900000000001,-14.0,May 1998,Labour Party
LIB,2001,40,Netherlands,8.227,6.439,2.7030000000000003,8.99,-17.766,4.61,May 1998,Democrats‘66
LIB,2001,40,Netherlands,4.792,3.301,1.4909999999999999,24.69,7.242000000000001,4.61,May 1998,People’s Party for Freedom and Democracy
CHR,2001,50,Netherlands,6.854,2.761,3.7969999999999997,18.37,-1.6269999999999998,6.13,May 1998,Christian Democratic Appeal
CHR,2001,50,Netherlands,11.873,1.641,6.7570000000000014,1.2,13.802999999999999,6.13,May 1998,Reformed Political League
CHR,2001,50,Netherlands,8.244,1.8769999999999998,1.4080000000000001,2.028,24.59800000000001,6.13,May 1998,Reformatory Political Federation
SIP,2001,95,Netherlands,8.664,1.296,3.158,1.781,26.559,3.36,May 1998,Reformed Political Party
ECO,2002,10,Netherlands,10.455,2.573,2.012,6.95,-9.136,-13.65,May 2002,Green Left
LEF,2002,20,Netherlands,9.337,4.9719999999999995,3.2039999999999997,5.9,-18.177,-23.66,May 2002,Socialist Party
SOC,2002,30,Netherlands,5.08,3.4389999999999996,2.735,15.11,-7.581,-14.0,May 2002,Labour Party
LIB,2002,40,Netherlands,7.9060000000000015,3.028,1.262,5.100000000000001,-8.831,4.61,May 2002,Democrats‘66
LIB,2002,40,Netherlands,2.019,2.319,1.3459999999999999,15.44,18.923,4.61,May 2002,People’s Party for Freedom and Democracy
LIB,2002,40,Netherlands,3.687,5.069,3.2260000000000004,1.61,10.138,4.61,May 2002,Livable Netherlands
CHR,2002,50,Netherlands,3.628,1.8869999999999998,1.742,27.93,2.467,6.13,May 2002,Christian Democratic Appeal
CHR,2002,50,Netherlands,6.899,2.263,2.3,2.54,10.571,6.13,May 2002,Christian Union
NAT,2002,70,Netherlands,0.787,2.362,5.5120000000000005,17.0,14.960999999999999,10.25,May 2002,List Pim Fortuyn
SIP,2002,95,Netherlands,7.372000000000001,1.371,4.962,1.7180000000000002,18.242,3.36,May 2002,Reformed Political Party
ECO,2003,10,Netherlands,6.537000000000001,0.177,6.184,5.13,19.965,-13.65,January 2003,Green Left
LEF,2003,20,Netherlands,8.583,4.783,3.576,6.33,-16.942,-23.66,January 2003,Socialist Party
SOC,2003,30,Netherlands,5.513999999999999,2.256,4.261,27.28,-2.7569999999999997,-14.0,January 2003,Labour Party
LIB,2003,40,Netherlands,3.597,1.9180000000000001,1.679,4.08,8.392999999999999,4.61,January 2003,Democrats‘66
LIB,2003,40,Netherlands,1.97,0.493,0.985,17.95,28.079,4.61,January 2003,People’s Party for Freedom and Democracy
LIB,2003,40,Netherlands,3.045,3.9589999999999996,2.801,0.40299999999999997,-13.764000000000001,4.61,January 2003,Livable Netherlands
CHR,2003,50,Netherlands,3.628,1.8869999999999998,1.742,28.65,2.467,6.13,January 2003,Christian Democratic Appeal
CHR,2003,50,Netherlands,5.81,0.306,3.67,2.13,32.416,6.13,January 2003,Christian Union
NAT,2003,70,Netherlands,2.353,3.235,1.3730000000000002,5.71,3.235,10.25,January 2003,List Pim Fortuyn
ECO,2004,10,Netherlands,6.537000000000001,0.177,6.184,5.13,19.965,-13.65,January 2003,Green Left
LEF,2004,20,Netherlands,8.583,4.783,3.576,6.33,-16.942,-23.66,January 2003,Socialist Party
SOC,2004,30,Netherlands,5.513999999999999,2.256,4.261,27.28,-2.7569999999999997,-14.0,January 2003,Labour Party
LIB,2004,40,Netherlands,3.597,1.9180000000000001,1.679,4.08,8.392999999999999,4.61,January 2003,Democrats‘66
LIB,2004,40,Netherlands,1.97,0.493,0.985,17.95,28.079,4.61,January 2003,People’s Party for Freedom and Democracy
LIB,2004,40,Netherlands,3.045,3.9589999999999996,2.801,0.40299999999999997,-13.764000000000001,4.61,January 2003,Livable Netherlands
CHR,2004,50,Netherlands,3.628,1.8869999999999998,1.742,28.65,2.467,6.13,January 2003,Christian Democratic Appeal
